latitude,longitude,snow_thickness
78.2543905,16.177774667,1.0441525473964528
78.2543905,16.177774667,1.0921822638692886
78.254401333,16.177920333,1.1178201502323015
78.254401333,16.177920333,1.123446839378754
78.254411833,16.178061,1.0651119164997536
78.254411833,16.178061,1.0990911186409014
78.254422833,16.178203167,1.0540942146319952
78.254422833,16.178203167,1.030006028659285
78.254433,16.178345,1.0529981108342243
78.254433,16.178345,1.075990193009174
78.254443667,16.178486,1.060777223588652
78.254443667,16.178486,1.0038367093618037
78.254455,16.1786285,1.0289533490842042
78.254455,16.1786285,1.0308284813462183
78.254466333,16.178765833,1.0267494271978543
78.254466333,16.178765833,1.0336185670689906
78.2544775,16.1789035,1.060100375530604
78.2544775,16.1789035,1.0845958244414855
78.254488333,16.179043,1.0605907736175646
78.254488333,16.179043,1.0371143952383166
78.254499667,16.179182167,1.0525641848897485
78.254499667,16.179182167,1.1162279941130882
78.254511,16.179327833,1.1193625666674136
78.254511,16.179327833,1.0879430309111633
78.254520667,16.179475833,1.0580947240095615
78.254520667,16.179475833,1.0281857880454646
78.254531,16.179624167,0.9792403759074202
78.254531,16.179624167,0.9335380597911622
78.254541667,16.179771333,1.0190935127409126
78.254541667,16.179771333,1.100706533689926
78.254552333,16.179911833,1.0824236252050603
78.254552333,16.179911833,1.026923415804684
78.254563333,16.180052667,1.015568423246491
78.254563333,16.180052667,1.0345396200236463
78.2545745,16.180197333,1.0270698632666142
78.2545745,16.180197333,1.0196001065095823
78.254585333,16.180347667,0.996365751659902
78.254585333,16.180347667,1.0077087869228851
78.254596667,16.180496667,1.0214920622262844
78.254596667,16.180496667,1.0426128643244452
78.254609167,16.180647333,1.056116080716586
78.254609167,16.180647333,0.97457998000685
78.254620667,16.180795833,0.9703368242902656
78.254620667,16.180795833,1.001075639284365
78.254632167,16.180943167,1.0216808710794187
78.254632167,16.180943167,0.9732434215500994
78.254643333,16.181088167,0.9369086535614888
78.254643333,16.181088167,0.9957445154255444
78.254654833,16.18123,1.0239797895682532
78.254654833,16.18123,1.012013910630762
78.254665833,16.181370167,1.005906723496554
78.254665833,16.181370167,1.0068870639792316
78.254676167,16.181515333,0.9620210964100028
78.254676167,16.181515333,0.93250678223737
78.254686667,16.181663333,0.9435913365246796
78.254686667,16.181663333,0.968036955950365
78.254697667,16.1818105,0.9967858070152572
78.254697667,16.1818105,1.0308312058152018
78.254709,16.181957,1.092404130727228
78.254709,16.181957,1.0378275840472149
78.254720167,16.182109667,1.0368158074706009
78.254720167,16.182109667,1.035804030893987
78.2547325,16.18226,1.0254001792407912
78.2547325,16.18226,0.9512005954542584
78.254745167,16.182410833,0.9197708419926574
78.254745167,16.182410833,0.9823481159855598
78.2547575,16.182560167,1.0449253899784627
78.2547575,16.182560167,1.1075026639713652
78.254769667,16.182711167,1.0662941474099044
78.254769667,16.182711167,1.0668783967808644
78.254782,16.182862333,0.9772153150283294
78.254782,16.182862333,1.0091556462152969
78.254795333,16.18301,1.0547036120977158
78.254795333,16.18301,1.0578711441646516
78.254807667,16.183159333,1.063255992134497
78.254807667,16.183159333,1.000650514635413
78.2548205,16.18331,0.9256992142098276
78.2548205,16.18331,0.9244237410380792
78.254833667,16.183459,0.9344376758200534
78.254833667,16.183459,0.944487275321562
78.254846833,16.183605,0.9981497843009854
78.254846833,16.183605,1.013092814602964
78.254859333,16.183745833,1.0086418262238437
78.254859333,16.183745833,0.8837069217083826
78.254871333,16.183885,0.9000042406677562
78.254871333,16.183885,0.9918611636346224
78.254883667,16.184026333,1.047108329650036
78.254883667,16.184026333,1.0532141995233086
78.254896167,16.184171833,0.983989799764582
78.254896167,16.184171833,0.9452142089997522
78.254908167,16.184323333,1.0065726608425565
78.254908167,16.184323333,1.067702579931509
78.25492,16.184478833,1.063686298271125
78.25492,16.184478833,1.0434682709844996
78.254931667,16.184634167,0.9067784587337696
78.254931667,16.184634167,0.8301948234546361
78.254944333,16.184788167,0.92682829795905
78.254944333,16.184788167,0.9637625096563958
78.254955167,16.184943667,0.9552115963396068
78.254955167,16.184943667,0.9943848693557342
78.2549675,16.185101667,1.119648534806649
78.2549675,16.185101667,1.0040565620156738
78.254980167,16.185260833,0.9445497009922964
78.254980167,16.185260833,0.8910090000215516
78.254993167,16.185419333,0.8794723877161781
78.254993167,16.185419333,0.830160340279583
78.255006167,16.185579167,0.7982778973692399
78.255006167,16.185579167,0.8448594936363316
78.255018167,16.185732833,0.8629313236330574
78.255018167,16.185732833,0.851845202002786
78.2550305,16.185883667,0.8643652425917976
